
# Writing all output to stdout
# Analysing free energies contained in file(s) "['lambda-0.0000/gradients.s3', 'lambda-0.0625/gradients.s3', 'lambda-0.1250/gradients.s3', 'lambda-0.1875/gradients.s3', 'lambda-0.2500/gradients.s3', 'lambda-0.3125/gradients.s3', 'lambda-0.3750/gradients.s3', 'lambda-0.4375/gradients.s3', 'lambda-0.5000/gradients.s3', 'lambda-0.5625/gradients.s3', 'lambda-0.6250/gradients.s3', 'lambda-0.6875/gradients.s3', 'lambda-0.7500/gradients.s3', 'lambda-0.8125/gradients.s3', 'lambda-0.8750/gradients.s3', 'lambda-0.9375/gradients.s3', 'lambda-1.0000/gradients.s3']"
# Processing object TI( nLambdaValues() == 17, nIterations() == 1, nSamples() == 170000 )
# Averaging over iterations 0 to 0
# Convergence
# Iteration 
# TI 
# PMFs
# TI
# Lambda  PMF  Maximum  Minimum 
0.48000000000000026  -1.6438548690146775  -1.5940699216930962  -1.6936398163362587
0.49000000000000027  -1.610979517633438  -1.5607718446964747  -1.6611871905704014
0.5000000000000002  -1.5786595886954042  -1.5280271791071993  -1.6292919982836092
0.5100000000000002  -1.546857310064427  -1.4957993292119067  -1.5979152909169472
0.5200000000000002  -1.5155260705648546  -1.4640430134690183  -1.5670091276606908
0.5300000000000002  -1.4846144361870859  -1.4327081935543668  -1.536520678819805
0.5400000000000003  -1.454070107693094  -1.4017439445776885  -1.5063962708084995
0.5500000000000003  -1.423843670804106  -1.371102121053293  -1.476585220554919
0.5600000000000003  -1.3938919973396622  -1.340740680285421  -1.4470433143939034
0.5700000000000003  -1.3641811674291258  -1.3106265363646743  -1.4177357984935772
0.5800000000000003  -1.3346887986993277  -1.2807378334542656  -1.3886397639443897
0.5900000000000003  -1.305405688121543  -1.2510655464293483  -1.3597458298137377
0.6000000000000003  -1.276336695478579  -1.2216143397376216  -1.3310590512195366
0.6100000000000003  -1.2475008237171952  -1.1924026411088293  -1.302599006325561
0.6200000000000003  -1.2189304804278425  -1.1634619151022159  -1.274399045753469
0.6300000000000003  -1.1906699353804047  -1.134835151516272  -1.2465047192445373
0.6400000000000003  -1.1627730212910936  -1.1065746152221132  -1.218971427360074
0.6500000000000004  -1.135300157398883  -1.0787389356716852  -1.1918613791260808
0.6600000000000004  -1.108314807912303  -1.0513896460771315  -1.1652399697474747
0.6700000000000004  -1.081879518161737  -1.0245873123184788  -1.1391717240049954
0.6800000000000004  -1.0560517002587726  -0.9983874199089635  -1.1137159806085817
0.6900000000000004  -1.0308793654516986  -0.9728362121047291  -1.088922518798668
0.7000000000000004  -1.0063970215270384  -0.9479666928248471  -1.0648273502292296
0.7100000000000004  -0.9826219688438325  -0.923795022848436  -1.041448914839229
0.7200000000000004  -0.959551237286308  -0.9003175460729247  -1.0187849284996913
0.7300000000000004  -0.9371594063868567  -0.8775086824272031  -0.9968101303465102
0.7400000000000004  -0.9153975412960189  -0.8553199144201764  -0.9754751681718614
0.7500000000000004  -0.8941934566270955  -0.8336800738685761  -0.9547068393856148
0.7600000000000005  -0.8734534859140861  -0.8124971014993017  -0.9344098703288706
0.7700000000000005  -0.8530658867313601  -0.7916614051280797  -0.9144703683346405
0.7800000000000005  -0.8329059464337714  -0.7710508780936018  -0.8947610147739409
0.7900000000000005  -0.8128427707238639  -0.7505375582064724  -0.8751479832412554
0.8000000000000005  -0.7927476348254909  -0.7299958068255685  -0.8554994628254133
0.8100000000000005  -0.7725036515509369  -0.7093117643869371  -0.8356955387149367
0.8200000000000005  -0.7520163622594278  -0.6883936930383336  -0.815639031480522
0.8300000000000005  -0.7312246810017651  -0.6671826445466402  -0.7952667174568899
0.8400000000000005  -0.7101114186701121  -0.6456626918313739  -0.7745601455088502
0.8500000000000005  -0.6887123802326751  -0.6238697331162919  -0.7535550273490583
0.8600000000000005  -0.6671227593804925  -0.6018976138892052  -0.7323479048717798
0.8700000000000006  -0.6454992532562638  -0.5799000158834227  -0.7110984906291049
0.8800000000000006  -0.6240559785336355  -0.5580862272713014  -0.6900257297959695
0.8900000000000006  -0.6030518876050219  -0.5367085330701096  -0.6693952421399343
0.9000000000000006  -0.5827669601078351  -0.5160385492121671  -0.6494953710035032
0.9100000000000006  -0.5634639725550297  -0.4963293603457808  -0.6305985847642785
0.9200000000000006  -0.5453321299031468  -0.4777598123820874  -0.6129044474242062
0.9300000000000006  -0.5284082700583095  -0.4603567490605067  -0.5964597910561122
0.9400000000000006  -0.5124707273968052  -0.44389036884234456  -0.5810510859512659
0.9500000000000006  -0.4969002549570287  -0.42773720540543336  -0.5660633045086241
0.9600000000000006  -0.48050166119843385  -0.4107045055406482  -0.5502988168562195
0.9700000000000006  -0.4612790069069088  -0.39080898382411333  -0.5317490299897043
0.9800000000000006  -0.43615633116575014  -0.365002073636729  -0.5073105886947713
0.9900000000000007  -0.4006349275940575  -0.3288328651551049  -0.4724369900330101
1.0000000000000007  -0.40063492759406033  -0.3288328651551078  -0.47243699003301287
# Free energies 
# TI = -0.40063492759406033 +/- 0.07180206243895254 kcal mol-1 (quadrature = -0.38065002814239723 kcal mol-1)#
Starting /home/julien/sire.app/bin/analyse_freenrg: number of threads equals 16
