
# Writing all output to stdout
# Analysing free energies contained in file(s) "['lambda-0.0000/gradients.s3', 'lambda-0.0625/gradients.s3', 'lambda-0.1250/gradients.s3', 'lambda-0.1875/gradients.s3', 'lambda-0.2500/gradients.s3', 'lambda-0.3125/gradients.s3', 'lambda-0.3750/gradients.s3', 'lambda-0.4375/gradients.s3', 'lambda-0.5000/gradients.s3', 'lambda-0.5625/gradients.s3', 'lambda-0.6250/gradients.s3', 'lambda-0.6875/gradients.s3', 'lambda-0.7500/gradients.s3', 'lambda-0.8125/gradients.s3', 'lambda-0.8750/gradients.s3', 'lambda-0.9375/gradients.s3', 'lambda-1.0000/gradients.s3']"
# Processing object TI( nLambdaValues() == 17, nIterations() == 1, nSamples() == 170000 )
# Averaging over iterations 0 to 0
# Convergence
# Iteration 
# TI 
# PMFs
# TI
# Lambda  PMF  Maximum  Minimum 
0.0  0.0  0.0  0.0
0.0  -0.18236043107699038  -0.18003207920029485  -0.1846887829536859
0.01  -0.35694286190881647  -0.3520837543155104  -0.3618019695021225
0.02  -0.5234682764683887  -0.515997832809573  -0.5309387201272043
0.03  -0.6816492475715954  -0.6715718748872906  -0.6917266202559001
0.04  -0.8312107353048498  -0.8185873645962068  -0.8438341060134927
0.05  -0.9719070932676401  -0.9568336190565925  -0.9869805674786878
0.060000000000000005  -1.1035355582246127  -1.0861269087845884  -1.120944207664637
0.07  -1.2259465061699848  -1.2063252497277341  -1.2455677626122355
0.08  -1.3390507619013694  -1.3173393133707736  -1.3607622104319652
0.09  -1.4428242502581299  -1.4191398853075867  -1.466508615208673
0.09999999999999999  -1.5373102754701677  -1.5117622852198198  -1.5628582657205157
0.10999999999999999  -1.6226197108468114  -1.5953081424543796  -1.6499312792392433
0.11999999999999998  -1.6989293745637055  -1.6699449015430772  -1.7279138475843339
0.12999999999999998  -1.766478858821045  -1.735903411243691  -1.7970543063983988
0.13999999999999999  -1.8255660693831204  -1.7934739291804123  -1.8576582095858285
0.15  -1.8765417206921993  -1.8430008520936099  -1.9100825892907887
0.16  -1.9198030185957142  -1.8848764592371554  -1.954729577954273
0.17  -1.9557867484423257  -1.9195339337419537  -1.9920395631426977
0.18000000000000002  -1.9849619710886244  -1.9474399039451242  -2.0224840382321245
0.19000000000000003  -2.0078225134042884  -1.9690867239064205  -2.0465583029021563
0.20000000000000004  -2.0248794233508627  -1.9849846897304837  -2.0647741569712417
0.21000000000000005  -2.0366535428107486  -1.9956543660115686  -2.0776527196099286
0.22000000000000006  -2.043668334222402  -2.0016191748351813  -2.0857174936096228
0.23000000000000007  -2.046443079890409  -2.0033983784199956  -2.0894877813608224
0.24000000000000007  -2.045486555731484  -2.0015005657674476  -2.08947254569552
0.25000000000000006  -2.04129126432724  -1.9964177337020725  -2.086164794952407
0.26000000000000006  -2.034328295610799  -1.9886200335221882  -2.0800365576994095
0.2700000000000001  -2.0250428674371164  -1.9785512362196203  -2.0715344986546125
0.2800000000000001  -2.013850582787852  -1.9666249519433676  -2.061076213632336
0.2900000000000001  -2.001134425543271  -1.953221623142157  -2.0490472279443845
0.3000000000000001  -1.9872425027101939  -1.938686295684636  -2.0357987097357517
0.3100000000000001  -1.9724865278114558  -1.923327158275491  -2.0216458973474207
0.3200000000000001  -1.9571410278951793  -1.9074148277058516  -2.006867228084507
0.3300000000000001  -1.9414432453793142  -1.8911823459346906  -1.9917041448239379
0.34000000000000014  -1.9255936957669155  -1.874825844724006  -1.976361546809825
0.35000000000000014  -1.9097573332012083  -1.8585058245676802  -1.9610088418347364
0.36000000000000015  -1.894065267917666  -1.8423489869767167  -1.9457815488586152
0.37000000000000016  -1.8786169729260462  -1.826450552820225  -1.9307833930318674
0.38000000000000017  -1.8634829117424527  -1.8108769943723821  -1.9160888291125233
0.3900000000000002  -1.8487075147053316  -1.7956691049738915  -1.9017459244367716
0.4000000000000002  -1.834312428356104  -1.7808453277674396  -1.8877795289447685
0.4100000000000002  -1.8202999605427157  -1.7664052637889431  -1.8741946572964883
0.4200000000000002  -1.806656643301971  -1.7523332797610844  -1.8609800068428577
0.4300000000000002  -1.7933568361735428  -1.738602137205259  -1.8481115351418267
0.4400000000000002  -1.7803662943674634  -1.725176566919972  -1.835556021814955
0.45000000000000023  -1.7676456291093352  -1.7120167164154103  -1.82327454180326
0.46000000000000024  -1.755153591478847  -1.6990814024882959  -1.811225780469398
0.47000000000000025  -1.7428501160802363  -1.6863311066991162  -1.7993691254613564
0.48000000000000026  -1.7306990668778883  -1.6737306580064226  -1.787667475749354
0.49000000000000027  -1.7186706344206413  -1.6612515541345658  -1.7760897147067167
0.5000000000000002  -1.7067433413855122  -1.648873881316579  -1.7646128014544453
0.5100000000000002  -1.694905621805837  -1.6365878007672598  -1.753223442844414
0.5200000000000002  -1.6831569484096458  -1.6243945794974652  -1.7419193173218264
0.5300000000000002  -1.6715084920767371  -1.6123071527717414  -1.7307098313817328
0.5400000000000003  -1.6599833074097086  -1.6003502155179716  -1.7196163993014455
0.5500000000000003  -1.6486160486795058  -1.5885598501933167  -1.708672247165695
0.5600000000000003  -1.637452230820559  -1.5769827088689166  -1.6979217527722015
0.5700000000000003  -1.626547060564656  -1.5656747774649984  -1.6874193436643135
0.5800000000000003  -1.6159638730731594  -1.5546997600142947  -1.677227986132024
0.5900000000000003  -1.605772219388726  -1.5441271303901274  -1.6674173083873247
0.6000000000000003  -1.5960456595137142  -1.5340299079478348  -1.6580614110795937
0.6100000000000003  -1.5868593247570006  -1.5244822218267584  -1.6492364276872429
