# lambda_val.val 0.68750
    1         5.0365309898
    2         4.6730156430
    3         4.8678102370
    4         4.2952088566
    5         5.2458927077
    6         4.8192641745
    7         4.5064689007
    8         5.3434747287
    9         4.5678473146
   10         4.8891079431
   11         4.8510189748
   12         4.6580229064
   13         5.0893671896
   14         4.9860246690
   15         4.7818905060
   16         4.2993518349
   17         5.4709336513
   18         5.1900916197
   19         5.3902084425
   20         5.7570309713
   21         5.0504223318
   22         4.6812377633
   23         4.9095764788
   24         4.7552019322
   25         4.8095745890
   26         4.7615526312
   27         4.5252452781
   28         4.9581937371
   29         5.2439910538
   30         4.4807580411
   31         4.4605855816
   32         4.9747014463
   33         5.2189250539
   34         5.3857918493
   35         4.5516129092
   36         4.9670776427
   37         4.6940318771
   38         4.9868403318
   39         4.4125721558
   40         5.0552518172
   41         4.8698661167
   42         4.8170957610
   43         4.8179483399
   44         5.2546364737
   45         4.2115576328
   46         4.8944150404
   47         5.3135927083
   48         5.4075384348
   49         4.9495067773
   50         4.9495018363
   51         4.7332063280
   52         5.0289343228
   53         5.1519344303
   54         4.8644645404
   55         5.0184160575
   56         4.6846673347
   57         4.6111705524
   58         4.6537223918
   59         4.9667965335
   60         4.9243283447
   61         4.8379450702
   62         4.3584951879
   63         4.7257993827
   64         4.6164642890
   65         5.0881793981
   66         4.6868166997
   67         5.2352345848
   68         4.8257691196
   69         5.0740574244
   70         5.0824883121
   71         5.3913683762
   72         4.5214094702
   73         4.1064265434
   74         4.9861740812
   75         4.5978738382
   76         4.7449712927
   77         5.2868383879
   78         4.6114710957
   79         4.9826046561
   80         4.7080102927
   81         4.9488252535
   82         4.7627168029
   83         4.2963518608
   84         4.6773770351
   85         4.8551799714
   86         4.4505041584
   87         4.8747132908
   88         4.8394241485
   89         5.0281584078
   90         5.0889873619
   91         5.1786856578
   92         5.2054290999
   93         4.8238122878
   94         5.3963361268
   95         4.8299826216
   96         4.9065531341
   97         4.9200389946
   98         5.0134710712
   99         4.7886228082
  100         3.8834061569
