# lambba_val.val 0.5000
#time (ps)      gradients (kcal/mol*lam)
0.000            -0.7808287295
200.000            1.2014538469
400.000            1.1364064315
600.000            -1.0655768571
800.000            1.9240246967
1000.000            1.0914519911
1200.000            -1.2947405863
1400.000            0.6760979676
1600.000            0.9815229912
1800.000            0.2956801876
2000.000            1.1566271208
2200.000            -0.4280340535
2400.000            0.9535133538
2600.000            1.1728950439
2800.000            1.5932597217
3000.000            0.1894598874
3200.000            -0.6550697429
3400.000            1.2301004256
3600.000            1.7340658282
3800.000            0.9396467722
4000.000            1.0076082132
4200.000            0.7611189453
4400.000            2.4980208257
4600.000            1.4797991341
4800.000            0.0428139208
5000.000            -0.1002688229
5200.000            0.9477913426
5400.000            -0.6910913974
5600.000            0.4308014884
5800.000            1.5963887395
6000.000            -0.1479505949
6200.000            1.5351431480
6400.000            1.4895250338
6600.000            1.4323254457
6800.000            1.6574861759
7000.000            1.7466862618
7200.000            -0.5896253254
7400.000            -0.2897238092
7600.000            1.5448888777
7800.000            2.0963687433
8000.000            -0.2353892051
8200.000            0.0516468986
8400.000            0.8631918812
8600.000            0.6201406256
8800.000            0.2594999115
9000.000            -1.4938641927
9200.000            1.4767460913
9400.000            0.8381722386
9600.000            1.5152569227
9800.000            1.6588251106
10000.000            2.0988929486
10200.000            1.3481663105
10400.000            0.5453303305
10600.000            2.3235849420
10800.000            -0.7223935725
11000.000            0.6556253661
11200.000            -0.1679540101
11400.000            1.6919135796
11600.000            -1.1887764912
11800.000            0.5002379879
12000.000            -0.7443405618
12200.000            0.2051403830
12400.000            -0.0120678152
12600.000            1.5446344570
12800.000            1.7006512033
13000.000            -0.7892540082
13200.000            1.3357134113
13400.000            -0.0358951114
13600.000            0.1872257997
13800.000            1.3906272335
14000.000            -1.9759822122
14200.000            1.3533116411
14400.000            1.1987893377
14600.000            0.6482081873
14800.000            0.9109441075
15000.000            0.9180584649
15200.000            0.0622639379
15400.000            1.4594481746
15600.000            1.2340432708
15800.000            1.3873349152
16000.000            1.3696583206
16200.000            -0.9474705355
16400.000            2.3903328144
16600.000            0.4584807359
16800.000            2.3067848962
17000.000            1.0569889421
17200.000            0.5843034386
17400.000            0.7382422684
17600.000            0.4446337601
17800.000            0.6602132351
18000.000            -1.5314540535
18200.000            -1.4216090403
18400.000            -2.3883954775
18600.000            -1.2233064839
18800.000            0.6262770133
19000.000            1.6938313119
19200.000            0.9659367334
19400.000            0.3982985008
19600.000            0.8740673470
19800.000            0.8435475939
20000.000            0.6535654976
20200.000            1.9523407195
20400.000            -0.4879525115
20600.000            1.5363669103
20800.000            1.3959402051
21000.000            1.8579168847
21200.000            0.6173780936
21400.000            1.4275826317
21600.000            -0.6724200097
21800.000            2.1565895181
22000.000            2.1254348281
22200.000            -0.3353572963
22400.000            -1.6819020673
22600.000            -0.3048052360
22800.000            -1.3085590459
23000.000            1.4891944244
23200.000            1.3572674136
23400.000            1.8902394171
23600.000            0.4041011576
23800.000            1.4968421853
24000.000            0.2993196023
24200.000            -2.6371304186
24400.000            1.9182922309
24600.000            0.7541119091
24800.000            -0.2835820732
25000.000            2.0024339201
25200.000            1.2449510491
25400.000            1.4125198624
25600.000            1.5270988303
25800.000            1.5584734107
26000.000            0.3943298091
26200.000            1.4597508833
26400.000            0.2110905237
26600.000            0.8293392605
26800.000            2.1035827425
27000.000            0.0485029573
27200.000            0.5331997873
27400.000            1.4705835227
27600.000            -0.8980960450
27800.000            1.9667682731
28000.000            0.3064055005
28200.000            0.8424390159
28400.000            0.3866107566
28600.000            1.5858389790
28800.000            1.2234529668
29000.000            0.4311387844
29200.000            1.0673537875
29400.000            1.2642382081
29600.000            1.1076707367
29800.000            1.0572340053
30000.000            0.7139072503
30200.000            1.0616784810
30400.000            0.0784586221
30600.000            -0.8356921940
30800.000            1.0019209578
31000.000            -1.1242254407
31200.000            0.6525585124
31400.000            -1.4487372900
31600.000            1.3607401817
31800.000            0.6814906978
32000.000            -0.1647280842
32200.000            0.6731291369
32400.000            -0.0026491359
32600.000            -3.4955457915
32800.000            1.8059821464
33000.000            -0.6664745502
33200.000            0.0211342717
33400.000            -0.0674031416
33600.000            1.8257119798
33800.000            0.6196273307
34000.000            0.5203062334
34200.000            0.6645131493
34400.000            0.0497906543
34600.000            1.3302512824
34800.000            -0.5833187294
35000.000            1.0454246238
35200.000            1.3751320901
35400.000            1.0253124892
35600.000            1.0610390076
35800.000            1.3975362350
36000.000            0.5271626630
36200.000            1.3471392404
36400.000            2.1226339705
36600.000            -0.1883161090
36800.000            -0.6072404858
37000.000            -1.1634774746
37200.000            -0.8160202848
37400.000            -0.3255641154
37600.000            -0.3961927370
37800.000            0.8667920850
38000.000            0.1898163433
38200.000            -0.1482339777
38400.000            -0.9041722788
38600.000            0.2694334466
38800.000            0.4657176824
39000.000            -1.8017670549
39200.000            1.9570410391
39400.000            1.0336167663
39600.000            1.1091063660
39800.000            -1.9201861662
40000.000            2.0812815187
40200.000            1.2002553761
40400.000            1.4081646392
40600.000            0.7597543871
40800.000            -0.5630729237
41000.000            -3.0018632520
41200.000            1.4640375439
41400.000            0.7965362914
41600.000            0.7432936974
41800.000            1.9002424614
42000.000            -0.9957553826
42200.000            0.3389200729
42400.000            1.1139944887
42600.000            0.2227894068
42800.000            1.5864124278
43000.000            1.1610339706
43200.000            1.3338181833
43400.000            -0.9473101290
43600.000            0.8978233539
43800.000            -1.3628192160
44000.000            0.7119876738
44200.000            0.0035431719
44400.000            -1.0385993836
44600.000            -1.9305686415
44800.000            0.2028733233
45000.000            2.2092672440
45200.000            0.7768685035
45400.000            2.1167221578
45600.000            1.1656496276
45800.000            0.5436327091
46000.000            1.4475960141
46200.000            0.2852395936
46400.000            0.2054329556
46600.000            0.8728023772
46800.000            -0.8189149313
47000.000            -0.7305815861
47200.000            0.2055610009
47400.000            1.4985389125
47600.000            1.3008756398
47800.000            -0.3165952389
48000.000            2.4121507017
48200.000            0.3889389149
48400.000            1.3773198391
48600.000            -0.4561040660
48800.000            0.9154797273
