# lambba_val.val 0.8125
#time (ps)      gradients (kcal/mol*lam)
0.000            1.9779186597
200.000            -4.2823473830
400.000            -1.5984753405
600.000            -6.6958533921
800.000            -4.6544517223
1000.000            -2.0547420409
1200.000            1.0888320400
1400.000            -0.8395000368
1600.000            0.8493995966
1800.000            10.6538116115
2000.000            13.6224335962
2200.000            10.0909534457
2400.000            7.7666041979
2600.000            -9.4992366384
2800.000            -4.2796917867
3000.000            3.0353861469
3200.000            9.2724736163
3400.000            14.0505799520
3600.000            11.8945634201
3800.000            0.4741889970
4000.000            3.0599156630
4200.000            0.3191425060
4400.000            0.1811148309
4600.000            -2.4944678484
4800.000            -2.0369085503
5000.000            1.3345865690
5200.000            5.4245390929
5400.000            6.1805535891
5600.000            6.9587610095
5800.000            3.8707976325
6000.000            -8.3819326641
6200.000            -11.5068534378
6400.000            -3.2420022549
6600.000            4.0903067524
6800.000            10.8229143379
7000.000            14.0868528725
7200.000            13.9098226256
7400.000            10.1352680985
7600.000            3.7740840112
7800.000            -3.1273695968
8000.000            1.4224253285
8200.000            0.6639991843
8400.000            6.7744448088
8600.000            7.3480251262
8800.000            10.9726543097
9000.000            9.3247728362
9200.000            2.8604179744
9400.000            -1.4557361310
9600.000            -3.0403622708
9800.000            -10.3689890861
10000.000            -8.9542155568
10200.000            -3.3125769639
10400.000            -0.8751846183
10600.000            1.9790521910
10800.000            4.5242169852
11000.000            5.3953453530
11200.000            4.1183562691
11400.000            0.9037501043
11600.000            -1.3785767915
11800.000            2.4874902250
12000.000            -7.5948209929
12200.000            -13.0591191762
12400.000            -1.4292786355
12600.000            -12.7061422713
12800.000            -7.0815529858
13000.000            -9.5499104453
13200.000            7.0193442615
13400.000            6.5898718984
13600.000            26.0556161292
13800.000            25.1745711825
14000.000            7.0755787480
14200.000            -6.8547614404
14400.000            -9.3016460141
14600.000            -15.6189859644
14800.000            -5.6857927681
15000.000            2.1805504837
15200.000            4.1693259060
15400.000            11.2899571055
15600.000            17.6396063050
15800.000            -6.3291386934
16000.000            -3.7566247985
16200.000            2.5046143690
16400.000            7.8685933784
16600.000            8.0043888366
16800.000            3.1034620962
17000.000            4.6023877692
17200.000            7.1804338382
17400.000            3.6761014056
17600.000            -0.6221339951
17800.000            -3.7812951166
18000.000            -4.9844158390
18200.000            -4.6809292672
18400.000            -6.2598650264
18600.000            -7.7289767468
18800.000            8.6636612120
19000.000            1.7259649205
19200.000            7.8829799142
19400.000            7.9857818012
19600.000            8.1364628640
19800.000            9.4280310367
20000.000            8.6213142518
20200.000            6.9444029970
20400.000            1.5050571566
20600.000            1.4273488771
20800.000            -3.9441990361
21000.000            -2.0792341269
21200.000            2.6545967592
21400.000            4.9885578550
21600.000            6.6234785723
21800.000            15.3597712545
22000.000            7.8356710858
22200.000            -3.4176280880
22400.000            -12.7244213184
22600.000            -15.8094190194
22800.000            -11.1869556147
23000.000            1.2370776043
23200.000            -14.8358666064
23400.000            -11.1626025872
23600.000            -0.5516679498
23800.000            6.6351132916
24000.000            -3.2097572572
24200.000            -0.5691471555
24400.000            1.8052870555
24600.000            0.0877150413
24800.000            0.3274128403
25000.000            3.9706231161
25200.000            6.3754423275
25400.000            8.9715392809
25600.000            11.5776313086
25800.000            14.7950309660
26000.000            9.7015610038
26200.000            -3.9798695813
26400.000            -10.8285891107
26600.000            -10.3510237360
26800.000            -4.1739099264
27000.000            1.6207355702
27200.000            5.8446936885
27400.000            7.2968808331
27600.000            6.9520881584
27800.000            12.2951628504
28000.000            -4.3952833138
28200.000            2.3174803568
28400.000            8.0181765610
28600.000            8.6148410045
28800.000            0.9628997314
29000.000            8.0017652860
29200.000            15.6255447816
29400.000            16.9773967413
29600.000            15.3844094557
29800.000            6.4601504799
30000.000            8.1666903274
30200.000            5.3711990275
30400.000            -2.5108862098
30600.000            1.3507901635
30800.000            -1.9541528563
31000.000            -1.8927176768
31200.000            7.1882330928
31400.000            2.5298514468
31600.000            -8.3161737081
31800.000            -4.1698570205
32000.000            -2.5756489021
32200.000            0.2312326505
32400.000            2.9899077197
32600.000            -6.8998602764
32800.000            -9.4455971792
33000.000            -11.9172054647
33200.000            -11.2014420117
33400.000            -1.7632270421
33600.000            2.8415044233
33800.000            6.6315915239
34000.000            9.8464247366
34200.000            9.1615160224
34400.000            9.1474574156
34600.000            -2.3800472828
34800.000            -6.4956820318
35000.000            3.1258671365
35200.000            -6.3672937366
35400.000            -2.1181769350
35600.000            3.4409153581
35800.000            8.2290701322
36000.000            9.6551647431
36200.000            -7.0204421417
36400.000            -7.7057500635
36600.000            -4.5803659196
36800.000            -2.6047107528
37000.000            0.4648737728
37200.000            -2.0529178780
37400.000            -8.2008815807
37600.000            -9.6545658724
37800.000            -7.0077380655
38000.000            -2.3266181014
38200.000            5.0427177666
38400.000            -4.1203916349
38600.000            2.9760950478
38800.000            -1.5118231325
39000.000            -5.5931427446
39200.000            9.7451057054
39400.000            10.5728248306
39600.000            -12.8088015418
39800.000            -17.0623758354
40000.000            -7.4732837453
40200.000            -3.1028079994
40400.000            -4.0016704257
40600.000            -5.9357610543
40800.000            -5.0031939371
41000.000            2.4014578028
41200.000            0.0978094479
41400.000            -1.3643207809
41600.000            1.4278265267
41800.000            7.9014871477
42000.000            5.3890218264
42200.000            4.3451264013
42400.000            -3.5669367828
42600.000            -1.8206583271
42800.000            -4.1551068749
43000.000            -4.8879018334
43200.000            -7.0786442615
43400.000            -10.5216948288
43600.000            -11.8308290847
43800.000            -6.6473468816
44000.000            -11.6198071883
44200.000            -3.1610172530
44400.000            0.5356585118
44600.000            0.9702489582
44800.000            1.6083750129
45000.000            5.3467033776
45200.000            8.5833445211
45400.000            7.7336961966
45600.000            6.5740310301
45800.000            12.7350864827
46000.000            -4.0624818048
46200.000            3.7883422515
46400.000            4.5244201648
46600.000            9.3320730813
46800.000            12.5677803091
47000.000            11.5519950291
47200.000            15.3321672824
47400.000            12.6902871117
47600.000            4.7436441229
47800.000            -8.8038767143
48000.000            -4.1227264182
48200.000            -3.6193393685
48400.000            8.0749528716
48600.000            7.3135344672
48800.000            12.5792154246
49000.000            8.9914010450
49200.000            4.8858130028
49400.000            1.2937126564
49600.000            -7.5116526836
49800.000            -10.8759835090
50000.000            -17.0834779776
50200.000            -6.6580833245
50400.000            5.4763749129
50600.000            14.6181148123
50800.000            16.8701748102
51000.000            11.3661531580
51200.000            -0.0393504577
51400.000            -5.9676139307
51600.000            -14.1970405152
51800.000            -6.7662462873
52000.000            -16.5130344523
52200.000            -21.5487585489
52400.000            -5.8499549802
52600.000            -7.2542772225
52800.000            -16.3564790129
53000.000            -12.9815543611
53200.000            -3.4730070831
53400.000            3.5148157950
53600.000            26.6848035984
53800.000            27.1910280701
54000.000            -5.3516082111
54200.000            -8.8491038162
54400.000            -9.4696080457
54600.000            -6.9570072713
54800.000            -4.2066218878
55000.000            -2.8596016921
55200.000            2.2753677621
55400.000            5.9334583167
55600.000            4.8559348638
55800.000            9.9443217427
56000.000            11.3806109724
56200.000            7.1191947282
56400.000            1.0036139016
56600.000            -3.1930341235
56800.000            -7.8668396402
57000.000            -6.9859942380
57200.000            -4.8671988692
57400.000            -4.9306551528
57600.000            1.4967339095
57800.000            -3.1684208461
58000.000            -4.5289150751
58200.000            -4.3523161171
58400.000            -6.9367748229
58600.000            -6.8795993047
58800.000            6.7112808208
59000.000            8.5031704467
59200.000            2.9291658461
59400.000            6.9116375529
59600.000            10.5538043556
59800.000            16.5896867590
60000.000            17.9999404423
60200.000            18.1341959981
60400.000            3.1944884679
60600.000            12.9079248126
60800.000            -4.4498210672
61000.000            -4.1823222837
61200.000            2.0519082185
61400.000            2.8277060130
61600.000            3.3339643213
61800.000            15.0825340886
62000.000            7.5529873335
62200.000            -3.1948074960
62400.000            -10.3820781379
62600.000            -13.7157965243
62800.000            -12.2833855146
63000.000            -5.0144436867
63200.000            -16.9609141877
63400.000            -8.7395720315
63600.000            -0.2365986280
63800.000            4.2304188830
64000.000            -1.6085171491
64200.000            1.4702764139
64400.000            3.3567275929
64600.000            2.9777953448
64800.000            1.5488000922
65000.000            3.7008750954
65200.000            1.1384005779
65400.000            7.6808836759
65600.000            11.8221030304
65800.000            10.9237485916
66000.000            4.6987235427
66200.000            -6.4959529142
66400.000            -9.2908667566
66600.000            -2.5477740476
66800.000            6.5708229001
67000.000            9.6514290803
67200.000            7.9384587408
67400.000            3.0164904153
67600.000            -3.2941731436
67800.000            -8.6254776455
68000.000            -3.1529257028
68200.000            -5.0653384632
68400.000            -5.6353328681
68600.000            -3.4883239944
68800.000            -4.2823473830
69000.000            -2.4588026521
69200.000            -3.0832403514
69400.000            -5.3568695028
69600.000            -6.3268573631
69800.000            3.2087467022
70000.000            3.5350910105
70200.000            2.7753747237
70400.000            2.2574282253
70600.000            5.6034870959
70800.000            5.3763676392
71000.000            7.4979362378
71200.000            -6.3952042304
71400.000            -5.9828988022
71600.000            -19.7848435794
71800.000            -8.0492024396
72000.000            -7.4102623738
72200.000            -4.5152628097
72400.000            -0.1602884883
72600.000            -14.6438366617
72800.000            -16.6114162952
73000.000            -15.7145161889
73200.000            -11.4014280002
73400.000            0.0127862428
73600.000            4.2259417982
73800.000            7.8739259902
74000.000            5.0266202183
74200.000            -1.9513537837
74400.000            -2.9143069799
74600.000            -2.7837532147
74800.000            -4.6755325224
75000.000            5.2684613031
75200.000            3.2108551374
75400.000            6.1631086558
75600.000            7.4482462772
75800.000            7.6502284816
76000.000            3.1699072659
76200.000            -1.3781690981
76400.000            -4.2181318459
76600.000            -10.0084838090
76800.000            -9.7763027238
77000.000            -5.6459908986
77200.000            -5.6646549332
77400.000            2.9291123753
77600.000            5.6925226539
77800.000            7.0874986410
78000.000            8.3184265151
78200.000            1.1481053134
78400.000            -4.5790327726
78600.000            0.0034710592
78800.000            -2.4904666343
79000.000            -5.9255093770
79200.000            8.6324641936
79400.000            8.5977168249
79600.000            -14.0428804993
79800.000            -17.8819963003
80000.000            -6.2630089938
80200.000            -3.3931003568
80400.000            -3.3776052193
80600.000            -7.1178544296
80800.000            -5.4448000468
81000.000            2.0122391277
81200.000            1.3497809487
81400.000            -0.4650154643
81600.000            1.3638417970
81800.000            10.3197411477
82000.000            10.0839669569
82200.000            8.5353227881
82400.000            -1.6756529503
82600.000            -4.0300407495
82800.000            -6.6044723293
83000.000            -6.9590747065
83200.000            -8.6221126670
83400.000            -10.2120059158
83600.000            -9.0476212402
83800.000            -1.1670190900
84000.000            -4.4890526070
84200.000            0.8851194853
84400.000            2.0574511081
84600.000            2.1734133492
84800.000            -0.1044150783
85000.000            2.6768752533
85200.000            5.5420768698
85400.000            5.1607403210
85600.000            3.8639964562
85800.000            10.1265135209
86000.000            -7.1103118254
86200.000            -4.6844367910
86400.000            -5.5044066100
86600.000            2.6710828471
86800.000            10.4372575588
87000.000            18.1906586117
87200.000            22.8915422933
87400.000            17.8317502836
87600.000            5.1827550428
87800.000            -12.5978652153
88000.000            -6.7714220506
88200.000            -3.8438602576
88400.000            8.4308099182
88600.000            7.1550969644
88800.000            10.6321961685
89000.000            9.5202817933
89200.000            1.4176612910
89400.000            2.1043108042
89600.000            -6.6464343732
89800.000            -12.1115452630
90000.000            -15.0289801400
90200.000            -19.8698226735
90400.000            -11.2406236565
90600.000            3.0818216582
90800.000            15.3740294651
91000.000            20.8076724541
91200.000            16.1939351037
91400.000            -2.6884244264
91600.000            -5.0274543261
91800.000            -0.3299098975
92000.000            -3.0613503969
92200.000            -6.8228942727
92400.000            -7.6615780272
92600.000            -1.7967686520
92800.000            7.2782880890
93000.000            6.5778379715
93200.000            7.9451173599
93400.000            0.7078653216
93600.000            23.2927120117
93800.000            19.6276607460
94000.000            -8.9635261905
94200.000            -14.9162259933
94400.000            -12.4413667632
94600.000            -15.4161197749
94800.000            -7.5664328376
95000.000            0.3472828632
95200.000            5.0944181336
95400.000            15.4639133808
95600.000            9.8425749806
95800.000            -3.0433761043
96000.000            -0.3644964814
96200.000            2.2912362879
96400.000            2.7752160962
96600.000            3.7094229058
96800.000            1.3370126981
97000.000            2.1774689236
97200.000            3.3916994892
97400.000            0.5718744889
97600.000            -1.7519808564
97800.000            -0.0776737711
98000.000            1.2847870042
98200.000            2.6668517150
98400.000            -1.4606249238
98600.000            -1.9414550007
98800.000            -1.1970364653
99000.000            4.5597057344
99200.000            2.7666290767
99400.000            4.2883501026
99600.000            3.0955648187
99800.000            0.3499392256
100000.000            -1.8385452885
100200.000            -3.3592905152
100400.000            -10.9379782789
100600.000            14.6112137748
100800.000            14.3703636819
101000.000            12.8226035575
101200.000            1.2098760064
101400.000            -4.6650669797
101600.000            -8.7832592903
101800.000            -15.5184939310
102000.000            -10.1166183078
102200.000            0.6553037763
102400.000            9.6888996829
102600.000            14.7888714157
102800.000            12.3007805766
103000.000            -0.3432982429
103200.000            11.2722769291
103400.000            10.2309693442
103600.000            1.8849433697
