# lambba_val.val 0.3750
#time (ps)      gradients (kcal/mol*lam)
0.000            -0.0040002152
200.000            -0.0045843573
400.000            -0.0041528229
600.000            -0.0047373131
800.000            -0.0044947839
1000.000            -0.0050770741
1200.000            -0.0040251671
1400.000            -0.0045786763
1600.000            -0.0046578346
1800.000            -0.0042301850
2000.000            -0.0042865078
2200.000            -0.0043262610
2400.000            -0.0044090117
2600.000            -0.0043185749
2800.000            -0.0047751518
3000.000            -0.0043510958
3200.000            -0.0043341698
3400.000            -0.0048349347
3600.000            -0.0042609293
3800.000            -0.0048592740
4000.000            -0.0045643624
4200.000            -0.0045189700
4400.000            -0.0045738516
4600.000            -0.0042129470
4800.000            -0.0041608780
5000.000            -0.0046818258
5200.000            -0.0040884380
5400.000            -0.0043145091
5600.000            -0.0047205346
5800.000            -0.0046670523
6000.000            -0.0046398308
6200.000            -0.0047031017
6400.000            -0.0042543014
6600.000            -0.0047417131
6800.000            -0.0040548532
7000.000            -0.0048532031
7200.000            -0.0044428053
7400.000            -0.0045621345
7600.000            -0.0046035168
7800.000            -0.0047956549
8000.000            -0.0048609449
8200.000            -0.0044590408
8400.000            -0.0047758758
8600.000            -0.0047716081
8800.000            -0.0045347320
9000.000            -0.0043772787
9200.000            -0.0042367014
9400.000            -0.0043260939
9600.000            -0.0043001521
9800.000            -0.0043626028
10000.000            -0.0045346763
10200.000            -0.0043512059
10400.000            -0.0045982814
10600.000            -0.0044774623
10800.000            -0.0048759828
11000.000            -0.0041100482
11200.000            -0.0047128764
11400.000            -0.0042175976
11600.000            -0.0050939153
11800.000            -0.0046389396
12000.000            -0.0047350505
12200.000            -0.0047052182
12400.000            -0.0047308941
12600.000            -0.0041939267
12800.000            -0.0044078490
13000.000            -0.0045532788
13200.000            -0.0044283522
13400.000            -0.0045117434
13600.000            -0.0043224736
13800.000            -0.0044824332
14000.000            -0.0044923471
14200.000            -0.0043608483
14400.000            -0.0047840283
14600.000            -0.0045975573
14800.000            -0.0045113953
15000.000            -0.0050086652
15200.000            -0.0045268788
15400.000            -0.0046433953
15600.000            -0.0044188072
15800.000            -0.0042779410
16000.000            -0.0045106712
16200.000            -0.0046964808
16400.000            -0.0048648680
16600.000            -0.0047279422
16800.000            -0.0043387369
17000.000            -0.0045200978
17200.000            -0.0049762918
17400.000            -0.0042373141
17600.000            -0.0042292416
17800.000            -0.0046317818
18000.000            -0.0040987975
18200.000            -0.0043523825
18400.000            -0.0046096434
18600.000            -0.0048315372
18800.000            -0.0043396281
19000.000            -0.0041208741
19200.000            -0.0045333396
19400.000            -0.0044844940
19600.000            -0.0044934750
19800.000            -0.0044761952
20000.000            -0.0044774206
20200.000            -0.0043123369
20400.000            -0.0044688433
20600.000            -0.0044160433
20800.000            -0.0043571167
21000.000            -0.0047177846
21200.000            -0.0046293599
21400.000            -0.0045793447
21600.000            -0.0045312231
21800.000            -0.0045084016
22000.000            -0.0049906892
22200.000            -0.0045516636
22400.000            -0.0048393904
22600.000            -0.0046686536
22800.000            -0.0045624826
23000.000            -0.0040658811
23200.000            -0.0043277648
23400.000            -0.0045815725
23600.000            -0.0044037275
23800.000            -0.0041517090
24000.000            -0.0043107217
24200.000            -0.0046296384
24400.000            -0.0038950816
24600.000            -0.0046188890
24800.000            -0.0047834157
25000.000            -0.0043709015
25200.000            -0.0045421396
25400.000            -0.0042467824
25600.000            -0.0043852189
25800.000            -0.0043746610
26000.000            -0.0045411371
26200.000            -0.0049112386
26400.000            -0.0046535321
26600.000            -0.0043491173
26800.000            -0.0050231323
27000.000            -0.0044194129
27200.000            -0.0044445041
27400.000            -0.0044078003
27600.000            -0.0041769115
27800.000            -0.0049190012
28000.000            -0.0046898460
28200.000            -0.0046046865
28400.000            -0.0048293094
28600.000            -0.0045180788
28800.000            -0.0047455423
29000.000            -0.0044315826
29200.000            -0.0048519778
29400.000            -0.0044730763
29600.000            -0.0041521685
29800.000            -0.0042823436
30000.000            -0.0043082711
30200.000            -0.0042334710
30400.000            -0.0038858708
30600.000            -0.0042979673
30800.000            -0.0045612016
31000.000            -0.0041360026
31200.000            -0.0046621093
31400.000            -0.0048677398
31600.000            -0.0045420630
31800.000            -0.0049552943
32000.000            -0.0046132289
32200.000            -0.0044568686
32400.000            -0.0047678103
32600.000            -0.0045426409
32800.000            -0.0044768636
33000.000            -0.0043303268
33200.000            -0.0042243369
33400.000            -0.0045006320
33600.000            -0.0045292181
33800.000            -0.0044654354
34000.000            -0.0050939013
34200.000            -0.0043183521
34400.000            -0.0046642257
34600.000            -0.0045697649
34800.000            -0.0044741902
35000.000            -0.0045291206
35200.000            -0.0045273244
35400.000            -0.0047047030
35600.000            -0.0045762605
35800.000            -0.0042704533
36000.000            -0.0044287699
36200.000            -0.0045983928
36400.000            -0.0042069596
36600.000            -0.0051384514
36800.000            -0.0042222204
37000.000            -0.0044863563
37200.000            -0.0048169309
37400.000            -0.0040297342
37600.000            -0.0040007722
37800.000            -0.0042403774
38000.000            -0.0041911628
38200.000            -0.0043604863
38400.000            -0.0043048736
38600.000            -0.0043012673
38800.000            -0.0046882308
39000.000            -0.0044851066
39200.000            -0.0046892334
39400.000            -0.0047108017
39600.000            -0.0050791349
39800.000            -0.0047861448
40000.000            -0.0047079194
40200.000            -0.0043995572
40400.000            -0.0046868384
40600.000            -0.0045284522
40800.000            -0.0042977445
41000.000            -0.0038218758
41200.000            -0.0046215624
41400.000            -0.0045182877
41600.000            -0.0043477876
41800.000            -0.0047387752
42000.000            -0.0045457181
42200.000            -0.0046470469
42400.000            -0.0045670497
42600.000            -0.0043255787
42800.000            -0.0043568661
43000.000            -0.0043095521
43200.000            -0.0041472741
43400.000            -0.0042965192
43600.000            -0.0046139460
43800.000            -0.0043785597
44000.000            -0.0049210968
44200.000            -0.0041799330
44400.000            -0.0047676815
44600.000            -0.0043538863
44800.000            -0.0050627184
45000.000            -0.0046446207
45200.000            -0.0045204181
45400.000            -0.0044885855
45600.000            -0.0046543118
45800.000            -0.0045487953
46000.000            -0.0042506812
46200.000            -0.0046059118
46400.000            -0.0049219044
46600.000            -0.0043187106
46800.000            -0.0045489902
47000.000            -0.0042848787
47200.000            -0.0046764232
47400.000            -0.0042559375
47600.000            -0.0045182111
47800.000            -0.0050913867
48000.000            -0.0050038301
48200.000            -0.0047372435
48400.000            -0.0040557443
48600.000            -0.0046206713
48800.000            -0.0046307941
49000.000            -0.0045266560
49200.000            -0.0047618891
49400.000            -0.0046641143
49600.000            -0.0045968333
49800.000            -0.0045701687
50000.000            -0.0042044324
50200.000            -0.0046080282
50400.000            -0.0046443979
50600.000            -0.0044567433
50800.000            -0.0047056080
51000.000            -0.0051201551
51200.000            -0.0043436382
51400.000            -0.0044993927
51600.000            -0.0044642205
51800.000            -0.0043695065
52000.000            -0.0043738534
52200.000            -0.0048203980
52400.000            -0.0044668522
52600.000            -0.0045804586
52800.000            -0.0041248912
53000.000            -0.0041598789
53200.000            -0.0046057447
53400.000            -0.0041104380
53600.000            -0.0048812531
53800.000            -0.0043903116
54000.000            -0.0046964321
54200.000            -0.0047998043
54400.000            -0.0045183016
54600.000            -0.0046946359
54800.000            -0.0044695604
55000.000            -0.0045646409
55200.000            -0.0044546199
55400.000            -0.0040871013
55600.000            -0.0043001951
55800.000            -0.0044689234
56000.000            -0.0046308985
56200.000            -0.0044786459
56400.000            -0.0041354735
56600.000            -0.0044695117
56800.000            -0.0039254708
57000.000            -0.0049923880
57200.000            -0.0046475169
57400.000            -0.0040809190
57600.000            -0.0048463524
57800.000            -0.0042568635
58000.000            -0.0045114510
58200.000            -0.0043595673
58400.000            -0.0045301927
58600.000            -0.0045342307
58800.000            -0.0044291946
59000.000            -0.0048641404
59200.000            -0.0045333814
59400.000            -0.0045269902
59600.000            -0.0043710964
59800.000            -0.0047532492
60000.000            -0.0046177751
60200.000            -0.0048097600
60400.000            -0.0044673952
60600.000            -0.0044041243
60800.000            -0.0040788583
61000.000            -0.0044705142
61200.000            -0.0041355571
61400.000            -0.0044280737
61600.000            -0.0048369398
61800.000            -0.0041818963
62000.000            -0.0043074913
62200.000            -0.0045170206
62400.000            -0.0045760029
62600.000            -0.0045863624
62800.000            -0.0044592636
63000.000            -0.0039947570
63200.000            -0.0042540230
63400.000            -0.0041435773
63600.000            -0.0044907041
63800.000            -0.0045967080
64000.000            -0.0048020182
64200.000            -0.0049082310
64400.000            -0.0041233596
64600.000            -0.0047211334
64800.000            -0.0038308429
65000.000            -0.0048514765
65200.000            -0.0051110767
65400.000            -0.0046576536
65600.000            -0.0042193799
65800.000            -0.0048245195
66000.000            -0.0048242967
66200.000            -0.0045096548
66400.000            -0.0051213526
66600.000            -0.0038983607
66800.000            -0.0049539158
67000.000            -0.0045567529
67200.000            -0.0044605724
67400.000            -0.0044386003
67600.000            -0.0046083067
67800.000            -0.0043969673
68000.000            -0.0045688181
68200.000            -0.0044863563
68400.000            -0.0040188317
68600.000            -0.0042139217
68800.000            -0.0043525914
69000.000            -0.0046832390
69200.000            -0.0045223953
69400.000            -0.0042506394
69600.000            -0.0043946003
69800.000            -0.0044015623
70000.000            -0.0045852485
70200.000            -0.0044404940
70400.000            -0.0045644181
70600.000            -0.0043790610
70800.000            -0.0044485699
71000.000            -0.0048336537
71200.000            -0.0041693090
71400.000            -0.0041687799
71600.000            -0.0046790758
71800.000            -0.0045563978
72000.000            -0.0049286854
72200.000            -0.0051150868
72400.000            -0.0041499128
72600.000            -0.0047024891
72800.000            -0.0049835323
73000.000            -0.0045998827
73200.000            -0.0046202118
73400.000            -0.0041614697
73600.000            -0.0044238408
73800.000            -0.0044974503
74000.000            -0.0046392181
74200.000            -0.0044716282
74400.000            -0.0045250548
74600.000            -0.0048568790
74800.000            -0.0042251375
75000.000            -0.0042275672
75200.000            -0.0044574813
75400.000            -0.0040889793
75600.000            -0.0048689651
75800.000            -0.0049086208
76000.000            -0.0039331569
76200.000            -0.0044261104
76400.000            -0.0044173243
76600.000            -0.0044310117
76800.000            -0.0048192945
77000.000            -0.0051529045
77200.000            -0.0045394105
77400.000            -0.0043804534
77600.000            -0.0046515270
77800.000            -0.0042215520
78000.000            -0.0045442560
78200.000            -0.0048212334
78400.000            -0.0046994815
78600.000            -0.0048010575
78800.000            -0.0041087672
79000.000            -0.0047390815
79200.000            -0.0043630762
79400.000            -0.0043425243
79600.000            -0.0040847865
79800.000            -0.0048058056
80000.000            -0.0046010662
80200.000            -0.0048845601
80400.000            -0.0041029191
80600.000            -0.0045849143
80800.000            -0.0049122411
81000.000            -0.0047680435
81200.000            -0.0046370460
81400.000            -0.0044876130
81600.000            -0.0045694864
81800.000            -0.0039651266
82000.000            -0.0041942853
82200.000            -0.0044158205
82400.000            -0.0039341595
82600.000            -0.0045957751
82800.000            -0.0046355004
83000.000            -0.0044855522
83200.000            -0.0046673447
83400.000            -0.0043643015
83600.000            -0.0044128686
83800.000            -0.0046953042
84000.000            -0.0043987775
84200.000            -0.0043121141
84400.000            -0.0050750760
84600.000            -0.0045637497
84800.000            -0.0043483167
85000.000            -0.0048120714
85200.000            -0.0047465796
85400.000            -0.0047359625
85600.000            -0.0041970457
85800.000            -0.0045900105
86000.000            -0.0042998053
86200.000            -0.0043787407
86400.000            -0.0045547409
86600.000            -0.0046172181
86800.000            -0.0043706509
87000.000            -0.0047576492
87200.000            -0.0051688337
87400.000            -0.0045473750
87600.000            -0.0044533911
87800.000            -0.0043688686
88000.000            -0.0041684178
88200.000            -0.0051357501
88400.000            -0.0045873092
88600.000            -0.0044795788
88800.000            -0.0045689016
89000.000            -0.0045790523
89200.000            -0.0047610397
89400.000            -0.0043636192
89600.000            -0.0048057360
89800.000            -0.0038015467
90000.000            -0.0045345092
90200.000            -0.0040900532
90400.000            -0.0046049162
90600.000            -0.0041981596
90800.000            -0.0040905545
91000.000            -0.0050631640
91200.000            -0.0044280180
91400.000            -0.0050113108
91600.000            -0.0044690661
91800.000            -0.0046663422
92000.000            -0.0046068725
92200.000            -0.0042762283
92400.000            -0.0046976992
92600.000            -0.0045571637
92800.000            -0.0049235474
93000.000            -0.0044836585
93200.000            -0.0048283069
93400.000            -0.0045773396
93600.000            -0.0042164489
93800.000            -0.0041958761
94000.000            -0.0042369799
94200.000            -0.0039944785
94400.000            -0.0044438914
94600.000            -0.0042422153
94800.000            -0.0048605968
95000.000            -0.0044297446
95200.000            -0.0046795979
95400.000            -0.0043926509
95600.000            -0.0043985268
95800.000            -0.0044541395
96000.000            -0.0042551926
96200.000            -0.0047798094
96400.000            -0.0048141043
96600.000            -0.0046990916
96800.000            -0.0045316687
97000.000            -0.0044785623
97200.000            -0.0043618369
97400.000            -0.0044521902
97600.000            -0.0046602713
97800.000            -0.0042711774
98000.000            -0.0042116381
98200.000            -0.0045993396
98400.000            -0.0044746357
98600.000            -0.0042799461
98800.000            -0.0047926265
99000.000            -0.0047324815
99200.000            -0.0044187724
99400.000            -0.0044328496
99600.000            -0.0044044028
99800.000            -0.0045520535
100000.000            -0.0041881343
100200.000            -0.0049052791
100400.000            -0.0046226903
100600.000            -0.0045516219
100800.000            -0.0043951015
101000.000            -0.0049196348
101200.000            -0.0048426765
101400.000            -0.0045381295
101600.000            -0.0046242915
101800.000            -0.0048078803
102000.000            -0.0046878131
102200.000            -0.0047558739
102400.000            -0.0043429698
102600.000            -0.0046227599
102800.000            -0.0045594611
103000.000            -0.0045580687
103200.000            -0.0041092545
103400.000            -0.0043115572
103600.000            -0.0041465292
103800.000            -0.0048749803
104000.000            -0.0042008887
104200.000            -0.0045101699
104400.000            -0.0048477448
104600.000            -0.0041825368
104800.000            -0.0040760735
105000.000            -0.0048266081
105200.000            -0.0047947777
105400.000            -0.0041517090
105600.000            -0.0044558661
105800.000            -0.0049117189
106000.000            -0.0045178003
106200.000            -0.0043282103
106400.000            -0.0044020079
106600.000            -0.0049259006
106800.000            -0.0043244230
107000.000            -0.0046889270
107200.000            -0.0045013142
107400.000            -0.0043567964
107600.000            -0.0044012838
107800.000            -0.0050343272
108000.000            -0.0044490155
108200.000            -0.0044843269
108400.000            -0.0039873494
108600.000            -0.0046590321
108800.000            -0.0047489606
109000.000            -0.0047413650
109200.000            -0.0047984537
109400.000            -0.0047731676
109600.000            -0.0045929903
109800.000            -0.0043612382
110000.000            -0.0042556381
110200.000            -0.0046133472
110400.000            -0.0043407672
110600.000            -0.0046080839
110800.000            -0.0045954966
111000.000            -0.0048417853
111200.000            -0.0045909295
111400.000            -0.0049091291
111600.000            -0.0046660080
111800.000            -0.0042972989
112000.000            -0.0045547409
112200.000            -0.0048880132
112400.000            -0.0047391929
112600.000            -0.0048393347
112800.000            -0.0047880942
113000.000            -0.0046244813
113200.000            -0.0046200586
113400.000            -0.0041773849
113600.000            -0.0050635678
113800.000            -0.0043054306
114000.000            -0.0043677825
114200.000            -0.0047256448
114400.000            -0.0040024152
114600.000            -0.0043911471
114800.000            -0.0048432648
115000.000            -0.0042656635
115200.000            -0.0043263724
115400.000            -0.0046261295
