morph,VACUUM,,FREE,FUNC,LJ_cor_0,LJ_cor_1
,discharge,vanish,discharge,vanish,,,,
2-cyclopentanylindole,-1.08920,-1.08920,-1.08920,-1.08920,999.00000,999.00000,999.00000
neopentane, 3.51200,-3.30060, 6.37320,-5.81120, 2.87400,-30.74897,-30.51357
7-cyclopentanylindole,-1.08920,-1.08920,-1.08920,-1.08920,999.00000,999.00000,999.00000
2-methylindole,11.99800,-2.95980,21.80200,-4.09400, 2.37012,-33.65081,-33.37572
2-methylfuran, 8.11650, 0.16280,12.11460,-1.39580, 1.84938,-30.00341,-29.83221
methanol,-3.82080, 0.00000, 1.54000,-1.59390,-0.00000,-25.46990,-25.38085
ethane,-0.91660,-0.12640,-0.92610,-2.52420,-0.00000,-26.12419,-25.97341
methane,999.00000,999.00000,-0.00340,-2.49690,999.00000,999.00000,999.00000
toluene, 1.27940,-3.88160, 6.16410,-5.95010, 2.00786,-31.49565,-31.23018
