morph,VACUUM,,FREE,FUNC,LJ_cor_0,LJ_cor_1
,discharge,vanish,discharge,vanish,,,,
2-cyclopentanylindole,16.25140,-4.26720,23.38110,-4.88990,-0.35423,-39.24742,-39.18396
neopentane, 3.51200,-3.29300, 6.37380,-5.87590, 2.87368,-30.71699,-30.56753
7-cyclopentanylindole,-1.08920,-5.33660,-1.08920,-3.42100,999.00000,-37.30410,-37.08529
2-methylindole,11.99760,-2.96580,21.81510,-3.99770, 2.37146,-33.67056,-33.37449
2-methylfuran, 8.11600, 0.16330,12.12590,-1.41670, 1.84908,-30.03515,-29.82488
methanol,-3.82120, 0.00000, 1.57810,-1.53290,-0.00000,-25.39859,-25.31104
ethane,-0.91660,-0.12580,-0.92660,-2.58070,-0.00000,-26.07783,-25.97850
methane,999.00000,999.00000,-0.00330,-2.40300,-0.00000,-24.79657,-24.72177
toluene, 1.27930,-3.88290, 6.16350,-5.95620, 2.00894,-31.48677,-31.26793
