# lambda_val.val 0.12500
    1        -5.8726527710
    2        -6.5489156405
    3        -6.2009204011
    4        -5.8731929492
    5        -5.8647631575
    6        -6.6321937563
    7        -6.7994394029
    8        -6.0871839761
    9        -6.1843894138
   10        -7.5233098041
   11        -6.7408342247
   12        -6.6997855004
   13        -7.7658629234
   14        -6.8537085458
   15        -6.0927920098
   16        -6.5876657884
   17        -7.4014821687
   18        -6.3819838520
   19        -6.4545701178
   20        -6.6522914366
   21        -6.1910646434
   22        -6.5374516145
   23        -6.4252863276
   24        -6.4358266084
   25        -6.2079637734
   26        -6.1316539176
   27        -6.4690346481
   28        -6.3414021095
   29        -7.2507436007
   30        -5.6573270983
   31        -5.9858928788
   32        -6.4838314820
   33        -5.9654075220
   34        -6.7565119179
   35        -5.9524702943
   36        -6.4597445350
   37        -5.9483807591
   38        -6.8460676376
   39        -6.9662597927
   40        -6.0929153341
   41        -6.4847257182
   42        -7.2267413944
   43        -6.1941154234
   44        -6.8925872477
   45        -6.2503620180
   46        -6.4741333293
   47        -5.8556956795
   48        -6.0860903585
   49        -6.5092758848
   50        -7.0521018269
   51        -5.9123012749
   52        -6.3089436085
   53        -7.1066596078
   54        -6.8131341975
   55        -5.9245688606
   56        -5.7475651820
   57        -7.0394895742
   58        -5.7894415696
   59        -7.0403715847
   60        -6.7264338422
   61        -7.1398019194
   62        -6.2256222585
   63        -6.4778593415
   64        -7.3501745076
   65        -6.6514537874
   66        -6.6573725146
   67        -6.1888252572
   68        -6.1740781073
   69        -7.2661579261
   70        -5.5632032733
   71        -7.0240915676
   72        -6.3999956339
   73        -6.3862663370
   74        -6.9483883850
   75        -5.9609152522
   76        -6.0478959304
   77        -6.5065913617
   78        -6.1567491469
   79        -6.2538876828
   80        -6.2736563226
   81        -6.4756370688
   82        -6.2617760561
   83        -6.3937463979
   84        -6.7154556413
   85        -6.5829763608
   86        -5.9969785742
   87        -6.4041428028
   88        -6.3639148473
   89        -6.4512593464
   90        -7.6214942473
   91        -6.7797515384
   92        -6.4798449049
   93        -7.0606226623
   94        -7.3604055620
   95        -6.0462864795
   96        -6.4813882772
   97        -5.8463640000
   98        -6.3581027383
   99        -6.7012306393
  100        -7.1567510278
