# lambda_val.val 0.81250
    1        -1.8048144569
    2        -1.9283500910
    3        -1.1586864645
    4        -1.4650809647
    5        -1.8834405994
    6        -1.9350823514
    7        -1.4524599166
    8        -1.9176475337
    9        -1.9018763147
   10        -1.4086098980
   11        -1.6187554188
   12        -1.9112525834
   13        -1.9311855804
   14        -2.0719138392
   15        -1.6169444603
   16        -1.7353444687
   17        -1.4253145506
   18        -1.9301301025
   19        -2.0749497290
   20        -2.2602786526
   21        -2.1491649489
   22        -1.6530484918
   23        -1.7237364436
   24        -1.9243815737
   25        -1.9323247117
   26        -1.5821618706
   27        -1.5872836196
   28        -1.7830274036
   29        -1.6286239388
   30        -2.1607063574
   31        -1.7912372282
   32        -2.1962748169
   33        -1.4142576241
   34        -1.4599994671
   35        -1.7849641877
   36        -1.6827013495
   37        -1.9827411281
   38        -1.6204728419
   39        -1.7349630417
   40        -2.0566379158
   41        -1.7687927132
   42        -1.6715335987
   43        -2.0527235136
   44        -2.0315759699
   45        -1.4278303176
   46        -1.8931384424
   47        -1.3495415880
   48        -2.2075289970
   49        -1.6120928595
   50        -1.8718469995
   51        -1.4428091814
   52        -2.1727316918
   53        -1.3664155261
   54        -2.1089204004
   55        -1.9192881936
   56        -1.4824320281
   57        -1.4289014428
   58        -1.8927962384
   59        -2.0655741345
   60        -2.1147885009
   61        -1.9272396790
   62        -1.7795133700
   63        -2.0817388141
   64        -1.3921370575
   65        -2.1009327522
   66        -1.4967152804
   67        -1.7154869584
   68        -1.9886617321
   69        -1.6326815439
   70        -1.6908948314
   71        -1.7956450174
   72        -2.3291584375
   73        -1.8980580346
   74        -2.0844366255
   75        -1.6134859668
   76        -1.7062725251
   77        -2.0121465788
   78        -1.6855964086
   79        -1.9816790706
   80        -1.7322530143
   81        -2.1450272785
   82        -1.7745840085
   83        -1.8215021085
   84        -1.6554754377
   85        -2.2806019930
   86        -1.6737588677
   87        -2.0703933818
   88        -1.3410695587
   89        -1.5593066438
   90        -1.7338416729
   91        -2.1404714755
   92        -2.4502557327
   93        -1.8919587058
   94        -1.8070968529
   95        -1.3620810668
   96        -1.7694419973
   97        -1.5746973785
   98        -1.8857523201
   99        -1.6519015978
  100        -1.6064940319
